Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09987379610538484,0.1003080059034037,0.09987379610538484,0.09987379610538483,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09509753926778224,0.09509753926778224,0.09466332942247391,0.09466332942247391,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.0881494423652516,0.0881494423652516,0.08771523833274841,0.08771523833274841,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08988627046346664,0.09032048029542954,0.08988627046346664,0.08988627046346664,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09249231219291687,0.09292651630912492,0.09249231219291687,0.09249231219291687,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09813696146011353,0.09857117122694604,0.09813696146011353,0.09813696146011353,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10291323065757751,0.10334821724692593,0.10291323065757751,0.10291323065757751,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10725606232881546,0.10769027200195176,0.10725606232881546,0.10725606232881546,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.1129007786512375,0.1133349884218976,0.1129007786512375,0.11290077865123749,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12332260608673097,0.12375681615887205,0.12332260608673097,0.12332260608673096,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.1250593215227127,0.1254935312016212,0.1250593215227127,0.1250593215227127,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12245412995229127,0.12245412995229127,0.1220199316740036,0.1220199316740036,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11898043481829465,0.11898043481829465,0.11854622513055801,0.11854622513055801,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11984889209270477,0.12071731182681118,0.11984889209270477,0.11984889209270477,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11767780842474933,0.11767780842474933,0.11724361032247542,0.11724361032247543,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11246654866948938,0.11246654866948938,0.11203233897686005,0.11203233897686005,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10769027200195176,0.10769027200195176,0.10725606232881546,0.10725606232881546,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10551926565400822,0.10551926565400822,0.10508506745100021,0.10508506745100021,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.11072972416877748,0.11116393387189442,0.11072972416877748,0.11072972416877747,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.11072976714819639,0.11072976714819639,0.109861359000206,0.109861359000206,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.1063877245346155,0.1063877245346155,0.10595351457595825,0.10595351457595825,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10638772696256639,0.10682193693113304,0.10638772696256639,0.10638772696256638,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10855872184038162,0.10942712983526147,0.10855872184038162,0.10855872184038162,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10812455172509428,0.10812455172509428,0.10769034177064896,0.10769034177064896,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11420343071222307,0.11463764061346281,0.11420343071222307,0.11420343071222305,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11116393387189442,0.11116393387189442,0.11072972416877748,0.11072972416877747,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.1129007786512375,0.11376918659724243,0.1129007786512375,0.11290077865123749,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11420343071222307,0.11507185051470256,0.11420343071222307,0.11420343071222305,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11420342073835268,0.11463763060167104,0.11376921087503433,0.11376921087503433,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11246654866948938,0.11246654866948938,0.11203233897686005,0.11203233897686005,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11203236691362198,0.11203236691362198,0.11116395890712738,0.11116395890712738,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10812455172509428,0.10812455172509428,0.10769034177064896,0.10769034177064896,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10421664005701291,0.10421664005701291,0.10378243029117584,0.10378243029117584,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09900538099377858,0.09900538099377858,0.09813696146011353,0.09813696146011353,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09292651630912492,0.09292651630912492,0.09249231219291687,0.09249231219291687,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09596595913171767,0.09640016320638344,0.09596595913171767,0.09596595913171768,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.0994395837187767,0.09987378185954623,0.0994395837187767,0.0994395837187767,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.0994395837187767,0.10030799159563011,0.0994395837187767,0.0994395837187767,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09987379610538484,0.1003080059034037,0.09987379610538484,0.09987379610538483,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09553174331543193,0.09553174331543193,0.09466332942247391,0.09466332942247391,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09466332942247391,0.09509753926778224,0.09466332942247391,0.09466332942247391,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09205807651321957,0.09205807651321957,0.09162387251853943,0.09162387251853943,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.09118968200715505,0.09118968200715505,0.09075469523668289,0.09075469523668289,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08945204698110501,0.08945204698110501,0.08858363330364227,0.08858363330364227,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.09075469523668289,0.09118968200715505,0.09075469523668289,0.09075469523668289,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09466332942247391,0.09553174331543193,0.09466332942247391,0.09466332942247391,19241600,0.0,0.0
1981-02-19 00:00:00-05:00,0.08945204798208864,0.08945204798208864,0.0890178382396698,0.0890178382396698,22310400,0.0,0.0
1981-02-20 00:00:00-05:00,0.0846757937789988,0.0846757937789988,0.084241583943367,0.084241583943367,24371200,0.0,0.0
1981-02-23 00:00:00-05:00,0.08554419875144958,0.08597840857132849,0.08554419875144958,0.08554419875144958,14112000,0.0,0.0
1981-02-24 00:00:00-05:00,0.08337314804108924,0.08337314804108924,0.08250473439693451,0.08250473439693451,16979200,0.0,0.0
1981-02-25 00:00:00-05:00,0.08771523833274841,0.0881494423652516,0.08771523833274841,0.08771523833274841,19488000,0.0,0.0
1981-02-26 00:00:00-05:00,0.0890178382396698,0.08945204798208864,0.0890178382396698,0.0890178382396698,10841600,0.0,0.0
1981-02-27 00:00:00-05:00,0.09205809235572815,0.09292650629219387,0.09205809235572815,0.09205809235572815,14761600,0.0,0.0
1981-03-02 00:00:00-05:00,0.09249231219291687,0.09292651630912492,0.09249231219291687,0.09249231219291687,11760000,0.0,0.0
1981-03-03 00:00:00-05:00,0.09162388488403118,0.09162388488403118,0.0911896750330925,0.0911896750330925,16172800,0.0,0.0
